dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,rider_type,riders
19/11/2021,4,0,11,10,0,6,0,1,0.32,0.303,0.45,0.2537,registered,165
27/9/2021,4,0,9,20,0,2,1,1,0.62,0.5909,0.78,0,registered,221
21/10/2021,4,0,10,21,0,5,1,1,0.42,0.4242,0.58,0.1642,casual,31
7/3/2022,1,1,3,8,0,3,1,1,0.28,0.2576,0.61,0.2985,casual,12
3/11/2022,4,1,11,18,0,6,0,2,0.36,0.3333,0.46,0.2836,casual,58
16/10/2021,4,0,10,18,0,0,0,1,0.56,0.5303,0.49,0.4478,registered,226
8/8/2022,3,1,8,9,0,3,1,2,0.76,0.7273,0.66,0,casual,33
22/3/2022,2,1,3,9,0,4,1,2,0.5,0.4848,0.94,0.0896,casual,41
18/10/2022,4,1,10,1,0,4,1,1,0.46,0.4545,0.82,0.2239,casual,0
27/9/2022,4,1,9,3,0,4,1,1,0.6,0.5758,0.78,0,registered,7
13/4/2021,2,0,4,14,0,3,1,2,0.42,0.4242,0.77,0.2537,registered,82
23/1/2021,1,0,1,23,0,0,0,1,0.06,0.0606,0.41,0.2239,registered,17
17/6/2022,2,1,6,7,0,0,0,1,0.52,0.5,0.72,0.0896,casual,18
1/9/2022,3,1,9,9,0,6,0,2,0.76,0.7121,0.58,0.194,registered,175
27/4/2022,2,1,4,13,0,5,1,1,0.46,0.4545,0.33,0.3881,casual,94
3/3/2021,1,0,3,10,0,4,1,1,0.18,0.1818,0.29,0.194,casual,7
26/7/2022,3,1,7,21,0,4,1,1,0.8,0.7424,0.49,0.6119,casual,35
10/6/2022,2,1,6,12,0,0,0,1,0.82,0.7121,0.3,0,casual,173
26/8/2021,3,0,8,18,0,5,1,2,0.74,0.7121,0.74,0.1343,registered,370
20/5/2022,2,1,5,5,0,0,0,1,0.5,0.4848,0.72,0.1045,casual,1
31/1/2021,1,0,1,23,0,1,1,2,0.16,0.197,0.64,0.0896,registered,15
24/11/2021,4,0,11,3,1,4,0,1,0.28,0.2879,0.65,0.1343,casual,1
26/10/2021,4,0,10,10,0,3,1,2,0.52,0.5,0.62,0.2537,casual,26
26/2/2021,1,0,2,13,0,6,0,2,0.34,0.3182,0.42,0.2537,registered,136
1/3/2022,1,1,3,6,0,4,1,2,0.42,0.4242,0.94,0,casual,2
20/5/2022,2,1,5,2,0,0,0,1,0.56,0.5303,0.52,0,registered,62
8/8/2022,3,1,8,8,0,3,1,2,0.74,0.7273,0.72,0.0896,registered,689
3/11/2021,4,0,11,12,0,4,1,1,0.5,0.4848,0.51,0.194,registered,162
11/4/2021,2,0,4,10,0,1,1,2,0.56,0.5303,0.83,0.2985,registered,55
10/8/2022,3,1,8,18,0,5,1,1,0.76,0.7121,0.62,0.2985,casual,88
22/8/2022,3,1,8,4,0,3,1,1,0.58,0.5455,0.83,0.1045,casual,1
26/1/2022,1,1,1,22,0,4,1,1,0.38,0.3939,0.82,0.1045,registered,139
5/4/2022,2,1,4,6,0,4,1,1,0.36,0.3333,0.46,0.3284,casual,8
6/11/2021,4,0,11,5,0,0,0,1,0.24,0.2424,0.87,0.1343,registered,5
6/12/2021,4,0,12,7,0,2,1,2,0.46,0.4545,0.94,0.194,registered,227
14/8/2021,3,0,8,14,0,0,0,1,0.74,0.697,0.7,0.194,casual,126
8/12/2022,4,1,12,21,0,6,0,2,0.36,0.3788,1,0,registered,175
10/3/2022,1,1,3,11,0,6,0,1,0.3,0.2727,0.33,0.3284,registered,218
10/7/2021,3,0,7,19,0,0,0,1,0.8,0.7424,0.49,0.3284,registered,183
8/12/2021,4,0,12,22,0,4,1,1,0.26,0.2727,0.65,0.1343,registered,84
24/3/2022,2,1,3,4,0,6,0,1,0.52,0.5,0.83,0.0896,casual,1
11/11/2022,4,1,11,4,0,0,0,1,0.32,0.3333,0.81,0.1045,casual,5
30/6/2021,3,0,6,12,0,4,1,1,0.76,0.6667,0.35,0.1642,registered,183
6/11/2022,4,1,11,15,0,2,1,1,0.34,0.3182,0.46,0.2537,registered,227
23/3/2022,2,1,3,15,0,5,1,2,0.72,0.6515,0.42,0.1343,registered,281
10/11/2021,4,0,11,0,0,4,1,1,0.4,0.4091,0.87,0,casual,0
24/4/2021,2,0,4,4,0,0,0,1,0.5,0.4848,0.94,0.0896,casual,0
13/4/2022,2,1,4,4,0,5,1,2,0.34,0.3333,0.53,0.1343,registered,4
18/1/2022,1,1,1,16,0,3,1,1,0.28,0.2273,0.3,0.5224,registered,163
9/12/2022,4,1,12,7,0,0,0,3,0.4,0.4091,0.87,0.2239,registered,22
8/7/2021,3,0,7,12,0,5,1,2,0.76,0.7273,0.7,0.2836,registered,164
1/2/2021,1,0,2,10,0,2,1,2,0.16,0.2273,0.93,0,casual,0
19/8/2022,3,1,8,13,0,0,0,3,0.64,0.5758,0.83,0.1343,registered,112
18/2/2022,1,1,2,22,0,6,0,1,0.4,0.4091,0.4,0.4478,registered,101
9/5/2021,2,0,5,4,0,1,1,1,0.42,0.4242,0.82,0.1642,registered,4
28/8/2021,3,0,8,7,0,0,0,3,0.62,0.5758,0.83,0.3582,casual,0
23/7/2021,3,0,7,17,0,6,0,1,0.94,0.8788,0.38,0.1343,registered,127
30/3/2022,2,1,3,2,0,5,1,1,0.36,0.3333,0.53,0.2985,registered,6
6/6/2021,2,0,6,7,0,1,1,1,0.62,0.5909,0.78,0.1045,registered,281
29/1/2022,1,1,1,12,0,0,0,1,0.32,0.303,0.26,0.2239,casual,73
26/2/2022,1,1,2,21,0,0,0,1,0.3,0.303,0.45,0.1343,registered,75
5/2/2021,1,0,2,23,0,6,0,1,0.26,0.2576,0.93,0.2239,casual,7
9/8/2021,3,0,8,10,0,2,1,2,0.8,0.7727,0.59,0.2239,casual,55
12/6/2021,2,0,6,13,0,0,0,1,0.78,0.7424,0.59,0.2836,casual,109
16/11/2021,4,0,11,7,0,3,1,3,0.46,0.4545,0.94,0,registered,130
17/2/2022,1,1,2,6,0,5,1,2,0.28,0.2879,0.96,0.1343,casual,1
26/5/2022,2,1,5,7,0,6,0,2,0.62,0.5606,0.88,0.1642,registered,44
10/7/2022,3,1,7,4,0,2,1,1,0.68,0.6364,0.79,0.1343,casual,0
18/11/2021,4,0,11,15,0,5,1,1,0.34,0.3333,0.29,0.1343,casual,27
16/9/2021,3,0,9,11,0,5,1,2,0.5,0.4848,0.51,0.1343,casual,40
15/1/2021,1,0,1,3,0,6,0,2,0.16,0.2273,0.59,0,registered,7
28/9/2021,4,0,9,7,0,3,1,3,0.6,0.5152,0.94,0.1642,registered,177
18/1/2022,1,1,1,4,0,3,1,1,0.34,0.2879,0.46,0.5224,registered,1
7/12/2021,4,0,12,7,0,3,1,3,0.44,0.4394,1,0.1045,registered,43
5/2/2022,1,1,2,5,0,0,0,3,0.26,0.2576,0.81,0.194,casual,0
5/5/2021,2,0,5,16,0,4,1,1,0.58,0.5455,0.24,0.4179,casual,36
30/8/2022,3,1,8,7,0,4,1,1,0.64,0.6061,0.73,0,registered,501
27/4/2022,2,1,4,0,0,5,1,1,0.54,0.5152,0.68,0.5522,casual,12
24/5/2022,2,1,5,4,0,4,1,2,0.6,0.5455,0.88,0.1642,casual,0
6/12/2022,4,1,12,14,0,4,1,1,0.3,0.3182,0.42,0.0896,registered,175
16/11/2022,4,1,11,2,0,5,1,2,0.3,0.303,0.7,0.1642,casual,0
13/6/2022,2,1,6,19,0,3,1,1,0.7,0.6364,0.34,0.3881,casual,123
22/6/2022,3,1,6,14,0,5,1,1,0.88,0.803,0.39,0.2239,casual,65
3/12/2021,4,0,12,8,0,6,0,1,0.24,0.2576,0.75,0.0896,casual,1
28/3/2022,2,1,3,23,0,3,1,1,0.54,0.5152,0.68,0.1343,registered,81
1/9/2022,3,1,9,20,0,6,0,3,0.76,0.7273,0.67,0.2537,casual,67
24/4/2021,2,0,4,3,0,0,0,1,0.5,0.4848,0.94,0.0896,casual,4
18/10/2021,4,0,10,18,0,2,1,1,0.56,0.5303,0.68,0.1045,registered,512
2/10/2022,4,1,10,0,0,2,1,2,0.56,0.5303,0.73,0,registered,30
28/3/2022,2,1,3,21,0,3,1,1,0.58,0.5455,0.6,0.2537,registered,233
20/3/2022,1,1,3,20,0,2,1,1,0.58,0.5455,0.68,0.0896,casual,78
7/11/2021,4,0,11,13,0,1,1,1,0.54,0.5152,0.49,0.0896,casual,32
14/10/2021,4,0,10,10,0,5,1,3,0.54,0.5152,0.88,0.3582,registered,108
17/4/2022,2,1,4,17,0,2,1,1,0.64,0.6061,0.25,0.2985,registered,673
1/4/2022,2,1,4,21,0,0,0,2,0.5,0.4848,0.59,0.1642,casual,33
22/4/2021,2,0,4,4,0,5,1,1,0.34,0.3182,0.53,0.2836,casual,1
28/11/2022,4,1,11,18,0,3,1,1,0.32,0.303,0.33,0.2836,registered,530
9/4/2021,2,0,4,5,0,6,0,2,0.3,0.2879,0.93,0.2239,casual,0
17/12/2022,4,1,12,6,0,1,1,2,0.36,0.3485,0.93,0.1343,casual,1
28/11/2022,4,1,11,13,0,3,1,1,0.34,0.3333,0.42,0.194,registered,193
24/7/2021,3,0,7,22,0,0,0,1,0.78,0.7576,0.66,0,casual,23
25/2/2022,1,1,2,19,0,6,0,1,0.26,0.2121,0.33,0.4478,casual,12
20/7/2021,3,0,7,14,0,3,1,1,0.86,0.8333,0.53,0.2239,registered,83
27/4/2022,2,1,4,16,0,5,1,1,0.52,0.5,0.29,0.2537,registered,335
1/12/2021,4,0,12,20,0,4,1,1,0.34,0.3485,0.46,0.1045,registered,178
15/6/2022,2,1,6,7,0,5,1,1,0.56,0.5303,0.83,0.1642,casual,17
16/3/2022,1,1,3,13,0,5,1,2,0.46,0.4545,0.77,0.0896,registered,208
28/7/2022,3,1,7,9,0,6,0,1,0.78,0.7424,0.59,0.1045,casual,110
2/7/2022,3,1,7,8,0,1,1,1,0.76,0.697,0.52,0.194,registered,548
1/5/2022,2,1,5,20,0,2,1,1,0.66,0.6212,0.61,0.1642,casual,36
19/10/2022,4,1,10,14,0,5,1,1,0.66,0.6212,0.61,0.2537,casual,88
2/8/2022,3,1,8,17,0,4,1,1,0.82,0.7727,0.52,0.2537,casual,90
14/7/2022,3,1,7,13,0,6,0,2,0.76,0.7121,0.62,0.0896,casual,219
3/9/2022,3,1,9,3,1,1,0,1,0.66,0.5909,0.89,0.1343,casual,6
4/10/2021,4,0,10,8,0,2,1,1,0.44,0.4394,0.77,0.2239,registered,372
1/1/2022,1,1,1,16,0,0,0,2,0.44,0.4394,0.54,0.2985,casual,68
12/9/2022,3,1,9,18,0,3,1,1,0.66,0.6212,0.44,0.2537,registered,886
18/8/2021,3,0,8,23,0,4,1,2,0.7,0.6667,0.74,0.1343,casual,20
1/4/2021,2,0,4,14,0,5,1,2,0.36,0.3333,0.46,0.3582,casual,26
11/5/2021,2,0,5,19,0,3,1,1,0.56,0.5303,0.52,0.1343,casual,60
16/1/2022,1,1,1,2,1,1,0,1,0.14,0.2121,0.46,0,registered,14
10/2/2021,1,0,2,8,0,4,1,1,0.1,0.0758,0.49,0.3284,casual,5
11/5/2021,2,0,5,11,0,3,1,1,0.56,0.5303,0.64,0.0896,casual,18
7/1/2022,1,1,1,19,0,6,0,1,0.52,0.5,0.42,0.1045,registered,171
2/12/2022,4,1,12,8,0,0,0,2,0.26,0.2879,0.93,0.0896,registered,81
26/3/2022,2,1,3,11,0,1,1,1,0.48,0.4697,0.31,0.5821,registered,131
26/3/2021,2,0,3,18,0,6,0,2,0.32,0.3182,0.21,0.1642,registered,89
2/3/2022,1,1,3,21,0,5,1,3,0.36,0.3636,0.87,0.0896,registered,99
7/6/2021,2,0,6,14,0,2,1,2,0.8,0.7273,0.43,0.2836,casual,34
1/9/2021,3,0,9,20,0,4,1,1,0.66,0.6212,0.61,0.2239,casual,33
2/8/2022,3,1,8,3,0,4,1,1,0.66,0.6061,0.83,0,registered,6
10/2/2021,1,0,2,13,0,4,1,1,0.18,0.1667,0.29,0.2985,casual,3
17/7/2022,3,1,7,2,0,2,1,1,0.72,0.6818,0.7,0.0896,casual,1
8/1/2022,1,1,1,3,0,0,0,1,0.34,0.3333,0.42,0.1343,registered,26
19/6/2021,2,0,6,2,0,0,0,1,0.68,0.6364,0.74,0.0896,registered,59
5/11/2021,4,0,11,8,0,6,0,1,0.28,0.2576,0.56,0.3284,casual,4
20/3/2021,1,0,3,15,0,0,0,1,0.4,0.4091,0.32,0.0896,casual,172
7/8/2021,3,0,8,11,0,0,0,1,0.82,0.8333,0.63,0,registered,156
19/10/2021,4,0,10,10,0,3,1,3,0.52,0.5,0.88,0.4925,casual,14
25/8/2021,3,0,8,9,0,4,1,2,0.72,0.6818,0.7,0.2985,registered,141
20/4/2021,2,0,4,7,0,3,1,1,0.44,0.4394,0.94,0,registered,211
23/1/2021,1,0,1,10,0,0,0,1,0.14,0.1061,0.46,0.3881,registered,51
9/2/2021,1,0,2,12,0,3,1,2,0.18,0.1818,0.4,0.2239,registered,57
8/7/2021,3,0,7,20,0,5,1,1,0.66,0.6061,0.83,0.1642,casual,30
1/6/2022,2,1,6,16,0,5,1,3,0.74,0.6818,0.58,0.4478,registered,186
9/2/2022,1,1,2,19,0,4,1,1,0.32,0.3333,0.33,0.1045,casual,8
3/7/2022,3,1,7,12,0,2,1,1,0.88,0.7576,0.28,0.194,registered,198
17/4/2021,2,0,4,8,0,0,0,1,0.38,0.3939,0.46,0.3881,casual,7
20/5/2021,2,0,5,14,0,5,1,1,0.62,0.6212,0.53,0.2239,casual,66
18/3/2022,1,1,3,23,0,0,0,1,0.48,0.4697,0.82,0.1642,registered,39
6/5/2021,2,0,5,19,0,5,1,3,0.54,0.5152,0.52,0.3582,casual,39
21/10/2022,4,1,10,17,0,0,0,1,0.52,0.5,0.39,0.2537,casual,153
7/1/2022,1,1,1,2,0,6,0,1,0.36,0.3636,0.5,0.1045,casual,2
24/6/2021,3,0,6,20,0,5,1,1,0.72,0.6515,0.45,0.1642,registered,222
6/4/2021,2,0,4,15,0,3,1,1,0.52,0.5,0.32,0.3284,casual,34
15/11/2021,4,0,11,11,0,2,1,2,0.56,0.5303,0.64,0.194,registered,116
20/4/2022,2,1,4,14,0,5,1,1,0.64,0.6212,0.44,0.2239,casual,156
13/4/2021,2,0,4,5,0,3,1,3,0.38,0.3939,0.94,0.2537,casual,1
26/12/2021,1,0,12,6,1,1,0,1,0.32,0.303,0.45,0.2836,casual,0
30/1/2022,1,1,1,2,0,1,1,1,0.24,0.2121,0.48,0.3582,casual,1
29/12/2021,1,0,12,8,0,4,1,2,0.2,0.2576,0.64,0,casual,3
4/6/2022,2,1,6,12,0,1,1,1,0.64,0.6212,0.41,0.4478,registered,220
17/9/2022,3,1,9,16,0,1,1,2,0.64,0.6061,0.69,0.2537,casual,74
5/11/2021,4,0,11,17,0,6,0,1,0.38,0.3939,0.4,0.1642,casual,100
8/1/2021,1,0,1,4,0,6,0,3,0.18,0.197,0.55,0.1642,registered,1
9/12/2022,4,1,12,1,0,0,0,2,0.4,0.4091,0.87,0.1045,registered,85
23/2/2021,1,0,2,16,0,3,1,1,0.34,0.3636,0.25,0,registered,79
4/3/2022,1,1,3,9,0,0,0,1,0.3,0.2727,0.49,0.4478,registered,104
20/5/2021,2,0,5,12,0,5,1,2,0.6,0.6212,0.56,0.2537,casual,69
28/4/2022,2,1,4,8,0,6,0,1,0.38,0.3939,0.4,0.1343,registered,134
25/7/2021,3,0,7,9,0,1,1,1,0.8,0.803,0.66,0,registered,124
21/8/2021,3,0,8,20,0,0,0,1,0.7,0.6667,0.79,0.2537,registered,140
19/4/2022,2,1,4,21,0,4,1,1,0.52,0.5,0.55,0.1045,registered,240
26/1/2022,1,1,1,8,0,4,1,2,0.28,0.303,0.81,0.0896,casual,16
27/11/2022,4,1,11,16,0,2,1,2,0.3,0.2727,0.75,0.2985,casual,5
3/2/2021,1,0,2,17,0,4,1,1,0.2,0.197,0.4,0.194,casual,5
6/4/2021,2,0,4,23,0,3,1,1,0.46,0.4545,0.41,0.2985,registered,29
21/10/2022,4,1,10,2,0,0,0,1,0.4,0.4091,0.62,0.1642,casual,44
20/4/2021,2,0,4,6,0,3,1,1,0.42,0.4242,0.94,0.1642,casual,2
26/9/2021,4,0,9,9,0,1,1,2,0.64,0.5758,0.89,0.194,casual,44
6/4/2022,2,1,4,22,0,5,1,1,0.4,0.4091,0.35,0.2239,casual,34
6/9/2021,3,0,9,14,0,2,1,3,0.54,0.5152,0.88,0.2836,registered,21
3/11/2021,4,0,11,10,0,4,1,2,0.4,0.4091,0.76,0.194,casual,12
10/12/2021,4,0,12,8,0,6,0,1,0.26,0.2727,0.65,0.1343,registered,68
21/8/2021,3,0,8,23,0,0,0,1,0.7,0.6667,0.74,0.1642,registered,48
27/2/2021,1,0,2,0,0,0,0,1,0.26,0.2424,0.87,0.2836,casual,8
5/3/2022,1,1,3,4,0,1,1,1,0.2,0.2273,0.55,0.0896,registered,1
20/12/2021,4,0,12,17,0,2,1,1,0.4,0.4091,0.62,0.1642,casual,14
9/12/2022,4,1,12,19,0,0,0,3,0.38,0.3939,0.94,0.0896,casual,12
27/4/2022,2,1,4,12,0,5,1,1,0.46,0.4545,0.36,0.3582,registered,244
13/9/2021,3,0,9,8,0,2,1,1,0.6,0.5606,0.81,0.1045,registered,399
9/11/2022,4,1,11,16,0,5,1,1,0.46,0.4545,0.38,0.1642,casual,57
30/3/2021,2,0,3,10,0,3,1,2,0.34,0.3182,0.46,0.2239,casual,13
29/1/2022,1,1,1,13,0,0,0,1,0.32,0.303,0.26,0.2239,registered,238
7/11/2022,4,1,11,14,0,3,1,2,0.32,0.2879,0.53,0.3582,registered,142
18/6/2021,2,0,6,7,0,6,0,1,0.64,0.5909,0.78,0.1343,casual,12
14/5/2021,2,0,5,18,0,6,0,2,0.56,0.5303,0.88,0.2239,registered,216
3/2/2021,1,0,2,22,0,4,1,1,0.18,0.2121,0.51,0.0896,casual,2
28/9/2021,4,0,9,7,0,3,1,3,0.6,0.5152,0.94,0.1642,casual,8
12/8/2021,3,0,8,10,0,5,1,1,0.74,0.6515,0.33,0.1045,casual,44
15/11/2022,4,1,11,12,0,4,1,2,0.36,0.3636,0.62,0.1045,registered,184
9/9/2021,3,0,9,1,0,5,1,2,0.62,0.5152,1,0.1642,casual,0
15/4/2022,2,1,4,5,0,0,0,1,0.5,0.4848,0.68,0.1642,registered,6
19/10/2022,4,1,10,9,0,5,1,2,0.54,0.5152,0.94,0.1045,registered,363
27/10/2021,4,0,10,11,0,4,1,3,0.5,0.4848,0.88,0.1343,casual,8
9/9/2022,3,1,9,22,0,0,0,1,0.58,0.5455,0.49,0.2537,registered,125
9/10/2021,4,0,10,19,0,0,0,1,0.56,0.5303,0.73,0.0896,registered,186
21/9/2021,3,0,9,6,0,3,1,2,0.54,0.5152,1,0.194,registered,112
14/8/2022,3,1,8,8,0,2,1,2,0.66,0.5909,0.89,0.0896,registered,591
23/5/2022,2,1,5,23,0,3,1,1,0.6,0.5606,0.83,0.1343,registered,83
26/3/2021,2,0,3,12,0,6,0,1,0.3,0.2879,0.36,0.194,registered,129
27/12/2021,1,0,12,20,0,2,1,1,0.32,0.3333,0.93,0.0896,casual,3
7/3/2022,1,1,3,22,0,3,1,1,0.46,0.4545,0.59,0.2985,registered,149
27/12/2021,1,0,12,8,0,2,1,2,0.3,0.303,0.65,0.1642,registered,155
9/7/2022,3,1,7,12,0,1,1,2,0.74,0.6818,0.58,0.1343,casual,61
17/3/2022,1,1,3,10,0,6,0,2,0.5,0.4848,0.77,0.0896,registered,303
15/6/2021,2,0,6,20,0,3,1,1,0.66,0.6212,0.44,0.1642,registered,273
8/1/2022,1,1,1,12,0,0,0,1,0.38,0.3939,0.43,0.2239,casual,78
11/5/2022,2,1,5,22,0,5,1,1,0.56,0.5303,0.35,0.2239,casual,44
12/6/2022,2,1,6,7,0,2,1,3,0.62,0.5606,0.88,0.2537,registered,287
14/8/2021,3,0,8,5,0,0,0,2,0.64,0.5606,0.94,0.1642,casual,1
11/9/2022,3,1,9,14,0,2,1,1,0.68,0.6212,0.3,0.0896,casual,74
4/8/2021,3,0,8,16,0,4,1,1,0.76,0.7121,0.62,0.3284,registered,220
7/11/2021,4,0,11,14,0,1,1,1,0.56,0.5303,0.37,0.1642,casual,30
23/7/2021,3,0,7,21,0,6,0,1,0.82,0.803,0.59,0.2239,casual,39
16/12/2022,4,1,12,22,0,0,0,2,0.4,0.4091,0.82,0.194,registered,83
25/3/2021,2,0,3,17,0,5,1,2,0.32,0.2879,0.36,0.3582,registered,202
24/5/2022,2,1,5,16,0,4,1,1,0.74,0.6818,0.55,0.3582,casual,61
2/2/2022,1,1,2,21,0,4,1,1,0.34,0.303,0.46,0.4179,registered,144
7/8/2021,3,0,8,1,0,0,0,2,0.7,0.6667,0.84,0.2537,casual,10
28/9/2021,4,0,9,12,0,3,1,2,0.68,0.6364,0.79,0,casual,25
13/1/2021,1,0,1,2,0,4,1,1,0.14,0.1212,0.5,0.3582,casual,0
9/3/2021,1,0,3,5,0,3,1,2,0.24,0.2424,0.81,0.1343,casual,1
14/10/2021,4,0,10,20,0,5,1,1,0.52,0.5,0.42,0.194,casual,19
28/8/2021,3,0,8,14,0,0,0,1,0.78,0.697,0.43,0.4179,registered,290
7/4/2022,2,1,4,11,0,6,0,1,0.44,0.4394,0.24,0.2985,registered,244
25/11/2022,4,1,11,14,0,0,0,2,0.3,0.2879,0.42,0.2537,registered,170
16/12/2022,4,1,12,3,0,0,0,2,0.34,0.3333,0.87,0.194,casual,1
15/7/2021,3,0,7,20,0,5,1,1,0.7,0.6515,0.51,0.2239,casual,92
30/8/2021,3,0,8,3,0,2,1,1,0.54,0.5152,0.73,0.194,casual,2
27/2/2022,1,1,2,16,0,1,1,1,0.54,0.5152,0.26,0.4478,casual,20
14/2/2021,1,0,2,2,0,1,1,1,0.36,0.3333,0.4,0.2985,registered,2
27/8/2022,3,1,8,20,0,1,1,1,0.74,0.697,0.7,0.194,registered,366
26/1/2022,1,1,1,17,0,4,1,2,0.42,0.4242,0.71,0,registered,397
16/1/2022,1,1,1,10,1,1,0,2,0.14,0.1364,0.59,0.194,registered,107
1/8/2022,3,1,8,22,0,3,1,1,0.72,0.6818,0.7,0.1045,registered,251
22/7/2021,3,0,7,22,0,5,1,2,0.84,0.7879,0.49,0.0896,registered,105
2/2/2021,1,0,2,4,0,3,1,3,0.22,0.2121,0.93,0.2836,registered,1
17/2/2021,1,0,2,11,0,4,1,2,0.44,0.4394,0.44,0.2537,casual,19
20/9/2022,3,1,9,1,0,4,1,1,0.46,0.4545,0.72,0.1045,casual,4
14/1/2022,1,1,1,16,0,6,0,1,0.24,0.2273,0.38,0.2239,casual,28
27/3/2021,2,0,3,6,0,0,0,3,0.16,0.1818,0.86,0.1343,casual,0
17/9/2021,3,0,9,17,0,6,0,1,0.52,0.5,0.72,0.2239,registered,218
1/9/2022,3,1,9,17,0,6,0,2,0.82,0.7727,0.52,0,registered,258
7/11/2021,4,0,11,16,0,1,1,1,0.52,0.5,0.45,0,casual,40
5/1/2021,1,0,1,23,0,3,1,1,0.2,0.2576,0.47,0,casual,1
18/5/2022,2,1,5,22,0,5,1,1,0.56,0.5303,0.52,0.3284,registered,194
8/3/2021,1,0,3,18,0,2,1,1,0.34,0.3333,0.27,0.194,casual,21
2/2/2021,1,0,2,1,0,3,1,3,0.22,0.2273,0.93,0.194,registered,3
13/2/2022,1,1,2,14,0,1,1,1,0.34,0.3485,0.23,0.1045,registered,125
26/8/2022,3,1,8,12,0,0,0,3,0.72,0.697,0.74,0.3582,casual,225
31/12/2021,1,0,12,15,0,6,0,1,0.46,0.4545,0.47,0.4925,registered,164
23/1/2022,1,1,1,16,0,1,1,2,0.24,0.2424,0.93,0.1642,casual,14
25/5/2022,2,1,5,16,0,5,1,1,0.78,0.7121,0.52,0.2239,registered,447
12/8/2022,3,1,8,8,0,0,0,1,0.66,0.6212,0.54,0.2239,registered,84
18/6/2022,2,1,6,21,0,1,1,2,0.62,0.5909,0.73,0.1045,registered,238
10/7/2021,3,0,7,5,0,0,0,1,0.66,0.6212,0.74,0,registered,10
1/12/2021,4,0,12,17,0,4,1,1,0.36,0.3485,0.46,0.1343,casual,9
6/9/2021,3,0,9,21,0,2,1,3,0.54,0.5152,0.88,0.2836,registered,109
2/8/2022,3,1,8,18,0,4,1,1,0.8,0.7727,0.59,0.2239,casual,86
2/9/2021,3,0,9,10,0,5,1,2,0.64,0.6061,0.76,0.1642,casual,34
23/8/2021,3,0,8,1,0,2,1,1,0.58,0.5455,0.49,0.194,registered,13
13/3/2022,1,1,3,13,0,2,1,1,0.6,0.6061,0.6,0.3881,registered,180
22/9/2021,3,0,9,23,0,4,1,2,0.62,0.5455,0.94,0,casual,14
3/8/2021,3,0,8,7,0,3,1,2,0.74,0.6667,0.51,0.2239,casual,19
14/5/2021,2,0,5,4,0,6,0,2,0.5,0.4848,0.82,0.1642,registered,4
13/3/2022,1,1,3,10,0,2,1,1,0.52,0.5,0.77,0.2239,casual,28
31/3/2022,2,1,3,12,0,6,0,1,0.48,0.4697,0.67,0,registered,358
8/11/2021,4,0,11,2,0,2,1,1,0.32,0.3485,0.87,0,registered,1
28/4/2022,2,1,4,17,0,6,0,2,0.42,0.4242,0.41,0.1343,casual,98
31/12/2021,1,0,12,0,0,6,0,2,0.38,0.3939,0.62,0.3284,registered,37
16/1/2021,1,0,1,22,0,0,0,2,0.2,0.2121,0.49,0.1343,registered,19
12/6/2021,2,0,6,0,0,0,0,1,0.66,0.6061,0.78,0.2239,casual,19
6/3/2022,1,1,3,15,0,2,1,1,0.34,0.303,0.36,0.2985,casual,24
28/6/2021,3,0,6,16,0,2,1,1,0.86,0.803,0.47,0.2836,casual,41
20/4/2022,2,1,4,6,0,5,1,1,0.42,0.4242,0.88,0,registered,105
1/2/2022,1,1,2,13,0,3,1,1,0.46,0.4545,0.47,0.2239,casual,12
23/3/2021,2,0,3,3,0,3,1,2,0.34,0.3182,0.76,0.2537,casual,0
11/4/2021,2,0,4,5,0,1,1,1,0.46,0.4545,0.94,0.194,registered,12
22/9/2021,3,0,9,21,0,4,1,2,0.64,0.5758,0.89,0.0896,registered,194
20/11/2022,4,1,11,19,0,2,1,2,0.4,0.4091,0.71,0,casual,23
5/7/2022,3,1,7,8,0,4,1,1,0.8,0.7424,0.49,0.1343,registered,514
10/2/2022,1,1,2,15,0,5,1,2,0.32,0.3333,0.45,0.1343,casual,27
21/1/2021,1,0,1,18,0,5,1,1,0.12,0.1212,0.3,0.2537,casual,1
14/9/2022,3,1,9,7,0,5,1,2,0.56,0.5303,0.88,0,casual,17
11/2/2022,1,1,2,23,0,6,0,3,0.12,0.0758,0.5,0.4925,casual,0
25/5/2022,2,1,5,23,0,5,1,1,0.66,0.6061,0.78,0.2239,registered,132
1/10/2021,4,0,10,12,0,6,0,2,0.4,0.4091,0.82,0.2537,registered,130
16/6/2022,2,1,6,12,0,6,0,1,0.68,0.6364,0.41,0.1045,registered,349
3/9/2022,3,1,9,6,1,1,0,1,0.66,0.5909,0.94,0,registered,12
28/8/2022,3,1,8,12,0,2,1,1,0.8,0.7424,0.49,0.2836,registered,241
5/10/2021,4,0,10,9,0,3,1,1,0.54,0.5152,0.6,0.2985,casual,32
9/1/2022,1,1,1,5,0,1,1,2,0.2,0.2273,0.64,0.0896,registered,21
30/9/2021,4,0,9,20,0,5,1,1,0.54,0.5152,0.52,0.2836,registered,202
16/3/2022,1,1,3,16,0,5,1,3,0.48,0.4697,0.77,0,casual,18
14/6/2022,2,1,6,9,0,4,1,1,0.62,0.6061,0.61,0.2239,registered,312
